Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Score,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,Purchase_Categories_List
2023-06-11 23:09:33+05:30,10,Others,Less Than Once A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Few Times A Week,Others,First Page,1,Yes,Never,others,Rarely,No,Occasionally,Yes,4,Yes,1,5,Quick Delivery,User interface of app,699566,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-11 23:06:16+05:30,50,Female,Once A Week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,Others,Multiple Pages,2,No,Rarely,Changed my mind or no longer need the item,Never,Yes,Rarely,Yes,4,No,2,2,User-Friendly Website/App Interface,Nothing,225208,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-07 12:29:31+05:30,61,Female,Few Times A Month,Clothing and Fashion,No,Rarely,Not Specified,First Page,2,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,Sometimes,5,Sometimes,1,3,Product Recommendations,Quality of product is very poor according to the big offers,916595,['Clothing and Fashion']
2023-06-08 17:20:57+05:30,28,Female,Multiple Times A Week,Groceries and Gourmet Food,Yes,Few Times A Month,Categories,Multiple Pages,2,Yes,Always,High shipping costs,Never,Yes,Never,Sometimes,3,Sometimes,1,3,Customer Service,Add more familiar brands to the list,852984,['Groceries and Gourmet Food']
2023-06-06 19:22:31+05:30,4,Others,Few Times A Month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Rarely,Others,Multiple Pages,4,Maybe,Never,Found a better price elsewhere,Rarely,Yes,Never,No,3,Yes,5,2,Wide Product Selection,I don't have any problem with Amazon,370605,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'others']"
2023-06-05 04:26:25+05:30,16,Prefer Not To Say,Multiple Times A Week,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Rarely,Others,Multiple Pages,1,Maybe,Often,Found a better price elsewhere,Never,No,Moderately,Sometimes,1,No,5,5,Product Recommendations,Product quality and accuracy,546848,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'others']"
2023-06-05 09:20:17+05:30,8,Others,Multiple Times A Week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few Times A Month,Not Specified,First Page,1,Yes,Rarely,Found a better price elsewhere,Always,Yes,Heavily,Yes,2,No,2,5,All The Above,User interface of app,754039,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-08 07:00:57+05:30,51,Female,Once A Week,Groceries and Gourmet Food;Clothing and Fashion;others,No,Multiple Times A Day,Categories,First Page,4,Yes,Rarely,others,Always,Yes,Occasionally,Sometimes,4,Sometimes,2,3,Customer Service,Scrolling option would be much better than going to next page,564961,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'others']"
2023-06-07 18:15:10+05:30,34,Prefer Not To Say,Less Than Once A Month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few Times A Week,Others,Multiple Pages,4,Maybe,Often,others,Sometimes,Yes,Moderately,Sometimes,1,No,4,2,Not Specified,UI,597326,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-05 13:45:30+05:30,13,Prefer Not To Say,Less Than Once A Month,others,No,Few Times A Week,Filter,Multiple Pages,2,No,Always,High shipping costs,Always,No,Never,Yes,3,No,4,4,All The Above,I have no problem with Amazon yet. But others tell me about the refund issues,532390,['others']
2023-06-07 22:58:04+05:30,17,Prefer Not To Say,Once A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few Times A Week,Filter,First Page,2,No,Often,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,3,No,4,4,Customer Service,I have no problem with Amazon yet. But others tell me about the refund issues,537414,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-07 22:07:42+05:30,28,Male,Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few Times A Week,Keyword,First Page,3,No,Sometimes,Found a better price elsewhere,Never,Yes,Moderately,No,3,Sometimes,3,2,Not Specified,Not Specified,516478,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-07 10:56:11+05:30,14,Female,Multiple Times A Week,others,Sometimes,Few Times A Month,Others,Multiple Pages,5,Maybe,Sometimes,High shipping costs,Never,No,Occasionally,No,4,No,1,5,Competitive Prices,No problems with Amazon,863309,['others']
2023-06-10 14:40:34+05:30,12,Prefer Not To Say,Multiple Times A Week,Beauty and Personal Care;others,Yes,Few Times A Month,Categories,Multiple Pages,3,Yes,Always,Found a better price elsewhere,Sometimes,No,Occasionally,No,4,Yes,3,2,Wide Product Selection,User interface,167893,"['Beauty and Personal Care', 'others']"
2023-06-08 12:22:05+05:30,23,Prefer Not To Say,Once A Week,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few Times A Month,Not Specified,First Page,3,Maybe,Never,Found a better price elsewhere,Always,No,Occasionally,Sometimes,3,Sometimes,4,4,Competitive Prices,I don't have any problem with Amazon,701131,"['Beauty and Personal Care', 'Home and Kitchen', 'others']"
2023-06-05 13:45:30+05:30,19,Others,Less Than Once A Month,Beauty and Personal Care;Clothing and Fashion,No,Multiple Times A Day,Others,First Page,5,Yes,Never,High shipping costs,Often,No,Occasionally,No,1,Yes,1,1,Customer Service,Not Specified,641191,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-09 16:28:58+05:30,62,Prefer Not To Say,Few Times A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Few Times A Month,Categories,First Page,3,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,No,5,No,2,2,All The Above,Not Specified,745134,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-04 20:02:28+05:30,22,Others,Once A Month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,Categories,First Page,4,Yes,Always,High shipping costs,Often,Yes,Never,No,4,Sometimes,2,3,All The Above,Add more familiar brands to the list,944437,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-08 19:50:55+05:30,3,Male,Once A Month,Groceries and Gourmet Food;Home and Kitchen,No,Rarely,Filter,First Page,1,Yes,Rarely,Found a better price elsewhere,Often,No,Moderately,Sometimes,4,Sometimes,1,2,All The Above,Irrelevant product suggestions,519189,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-09 10:26:01+05:30,3,Prefer Not To Say,Less Than Once A Month,Clothing and Fashion,No,Few Times A Month,Not Specified,First Page,4,Maybe,Always,others,Often,Yes,Heavily,No,5,No,2,4,Quick Delivery,No problems with Amazon,518171,['Clothing and Fashion']
2023-06-06 20:01:47+05:30,15,Male,Multiple Times A Week,Clothing and Fashion;others,Sometimes,Few Times A Month,Filter,First Page,5,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,4,Yes,1,5,Competitive Prices,Product quality and accuracy,425850,"['Clothing and Fashion', 'others']"
2023-06-08 03:25:32+05:30,10,Prefer Not To Say,Once A Week,Home and Kitchen,No,Few Times A Week,Filter,Multiple Pages,3,Yes,Often,Found a better price elsewhere,Never,No,Heavily,Yes,5,Yes,3,2,All The Above,Irrelevant product suggestions,493938,['Home and Kitchen']
2023-06-08 17:39:57+05:30,34,Others,Multiple Times A Week,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Multiple Times A Day,Categories,First Page,4,Yes,Never,High shipping costs,Rarely,Yes,Never,No,2,Sometimes,5,1,Quick Delivery,Add more familiar brands to the list,895346,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'others']"
2023-06-07 22:39:21+05:30,43,Others,Multiple Times A Week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few Times A Week,Keyword,Multiple Pages,4,No,Sometimes,Found a better price elsewhere,Always,No,Moderately,No,4,Yes,2,3,Customer Service,Scrolling option would be much better than going to next page,396957,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-06 18:39:26+05:30,49,Prefer Not To Say,Once A Week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Categories,First Page,2,Maybe,Often,Found a better price elsewhere,Often,No,Occasionally,Sometimes,4,Sometimes,4,4,User-Friendly Website/App Interface,Scrolling option would be much better than going to next page,752945,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-09 10:59:38+05:30,22,Prefer Not To Say,Once A Month,Clothing and Fashion;Home and Kitchen,Yes,Rarely,Others,Multiple Pages,2,Maybe,Always,others,Sometimes,No,Never,No,3,No,5,2,Competitive Prices,Scrolling option would be much better than going to next page,398629,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-07 06:09:58+05:30,6,Female,Multiple Times A Week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Rarely,Filter,Multiple Pages,2,Maybe,Always,High shipping costs,Often,No,Never,No,4,Yes,4,5,Wide Product Selection,Quality of product is very poor according to the big offers,766887,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'others']"
2023-06-04 23:24:41+05:30,27,Others,Once A Week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Rarely,Categories,First Page,4,No,Never,High shipping costs,Always,No,Heavily,Sometimes,4,No,3,3,Customer Service,Product quality and accuracy,524006,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-12 15:51:31+05:30,54,Female,Few Times A Month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Rarely,Filter,First Page,2,No,Never,others,Often,No,Heavily,No,2,Sometimes,1,3,All The Above,UI,972973,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'others']"
2023-06-09 19:22:11+05:30,15,Male,Less Than Once A Month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few Times A Week,Filter,Multiple Pages,1,Yes,Always,others,Sometimes,No,Rarely,Yes,2,No,2,3,Customer Service,Shipping speed and reliability,416767,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-08 17:25:40+05:30,14,Prefer Not To Say,Few Times A Month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Rarely,Others,Multiple Pages,5,No,Rarely,Found a better price elsewhere,Never,Yes,Heavily,Yes,1,Yes,4,2,User-Friendly Website/App Interface,User interface,445384,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'others']"
2023-06-09 14:42:57+05:30,7,Others,Less Than Once A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Few Times A Month,Categories,First Page,4,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Rarely,Sometimes,3,No,3,4,Not Specified,No problems with Amazon,708420,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-06 10:19:05+05:30,46,Prefer Not To Say,Once A Month,Clothing and Fashion;others,Sometimes,Multiple Times A Day,Not Specified,First Page,4,Yes,Rarely,High shipping costs,Sometimes,Yes,Moderately,Sometimes,2,Yes,2,5,Not Specified,Scrolling option would be much better than going to next page,678683,"['Clothing and Fashion', 'others']"
2023-06-06 18:37:19+05:30,48,Male,Less Than Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few Times A Week,Filter,Multiple Pages,4,No,Often,others,Sometimes,No,Never,Yes,1,No,2,5,User-Friendly Website/App Interface,User interface of app,470230,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-07 23:08:52+05:30,63,Male,Few Times A Month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple Times A Day,Filter,First Page,3,No,Always,others,Always,Yes,Moderately,No,2,Yes,1,2,All The Above,Scrolling option would be much better than going to next page,752260,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-08 17:11:27+05:30,60,Female,Few Times A Month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,Not Specified,First Page,4,Yes,Always,High shipping costs,Sometimes,No,Heavily,Yes,1,Sometimes,4,1,Customer Service,Shipping speed and reliability,789191,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-08 17:36:14+05:30,44,Prefer Not To Say,Few Times A Month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Rarely,Not Specified,Multiple Pages,5,Yes,Never,Changed my mind or no longer need the item,Never,No,Never,No,3,Sometimes,5,5,Customer Service,Nothing,470623,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-07 19:17:13+05:30,36,Male,Less Than Once A Month,Beauty and Personal Care;Home and Kitchen,Yes,Few Times A Week,Not Specified,First Page,3,Yes,Often,High shipping costs,Sometimes,Yes,Never,No,2,Yes,4,1,Customer Service,better app interface and lower shipping charges,219304,"['Beauty and Personal Care', 'Home and Kitchen']"
2023-06-08 18:00:20+05:30,4,Male,Few Times A Month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Few Times A Week,Not Specified,First Page,2,Maybe,Always,Changed my mind or no longer need the item,Often,No,Moderately,No,3,Sometimes,2,4,Customer Service,I don't have any problem with Amazon,877438,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'others']"
2023-06-07 11:47:07+05:30,6,Female,Multiple Times A Week,others,Yes,Few Times A Month,Keyword,First Page,3,Maybe,Rarely,Found a better price elsewhere,Rarely,Yes,Heavily,Sometimes,4,No,3,5,User-Friendly Website/App Interface,Nothing,687988,['others']
2023-06-07 18:18:37+05:30,45,Female,Once A Month,Clothing and Fashion,No,Few Times A Month,Not Specified,First Page,1,Maybe,Always,others,Rarely,No,Heavily,Yes,5,No,1,1,Product Recommendations,I don't have any problem with Amazon,701685,['Clothing and Fashion']
2023-06-04 20:00:11+05:30,40,Prefer Not To Say,Once A Week,Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple Times A Day,Categories,First Page,5,Maybe,Often,Changed my mind or no longer need the item,Sometimes,No,Heavily,Sometimes,5,Sometimes,1,5,Competitive Prices,better app interface and lower shipping charges,350245,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-08 22:39:59+05:30,20,Prefer Not To Say,Once A Week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Multiple Times A Day,Filter,Multiple Pages,4,No,Rarely,Changed my mind or no longer need the item,Always,Yes,Heavily,No,4,No,3,3,Customer Service,Product quality and accuracy,571296,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'others']"
2023-06-08 18:00:50+05:30,40,Prefer Not To Say,Less Than Once A Month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Rarely,Categories,Multiple Pages,2,No,Always,Found a better price elsewhere,Often,Yes,Never,Sometimes,2,Sometimes,3,5,Quick Delivery,Nil,280308,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'others']"
2023-06-08 03:25:14+05:30,58,Prefer Not To Say,Less Than Once A Month,Clothing and Fashion;Home and Kitchen;others,Yes,Few Times A Week,Keyword,First Page,3,No,Never,High shipping costs,Often,Yes,Moderately,No,3,Yes,1,5,Competitive Prices,UI,407738,"['Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-11 22:53:44+05:30,42,Prefer Not To Say,Less Than Once A Month,Clothing and Fashion;Home and Kitchen;others,Yes,Few Times A Week,Others,Multiple Pages,3,Yes,Always,Changed my mind or no longer need the item,Rarely,No,Moderately,No,3,Yes,4,2,All The Above,User interface of app,526279,"['Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-06 19:15:48+05:30,21,Female,Once A Week,Clothing and Fashion;Home and Kitchen;others,Yes,Multiple Times A Day,Others,First Page,2,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Rarely,No,5,Yes,5,3,Product Recommendations,UI,649238,"['Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-04 19:48:31+05:30,34,Prefer Not To Say,Once A Week,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Rarely,Categories,Multiple Pages,4,Yes,Rarely,High shipping costs,Sometimes,No,Rarely,No,2,Sometimes,1,4,Customer Service,I don't have any problem with Amazon,164861,"['Groceries and Gourmet Food', 'Home and Kitchen', 'others']"
2023-06-04 22:13:28+05:30,10,Male,Few Times A Month,Beauty and Personal Care;others,Sometimes,Few Times A Week,Filter,Multiple Pages,4,Yes,Never,High shipping costs,Always,No,Rarely,Yes,3,Sometimes,3,1,Competitive Prices,Nil,151411,"['Beauty and Personal Care', 'others']"
2023-06-09 16:29:23+05:30,66,Male,Once A Week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few Times A Month,Others,Multiple Pages,5,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,1,Sometimes,5,2,User-Friendly Website/App Interface,Not Specified,228480,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-08 22:13:41+05:30,4,Others,Few Times A Month,Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,Others,Multiple Pages,1,No,Never,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,3,Yes,1,1,Product Recommendations,User interface,148114,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-05 13:54:28+05:30,55,Male,Less Than Once A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Multiple Times A Day,Keyword,First Page,2,Yes,Always,High shipping costs,Always,No,Never,Sometimes,5,Yes,1,5,Customer Service,Customer service responsiveness,920429,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
